Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),LWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
europe,swit117,46.33,7.63,1230,1810,1980,170,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.260759079,-3.98,0.091554131,28,271.0901027,1,67,0.167270981,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
europe,swit118,46.33,7.63,1230,1809,1981,172,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.199649926,-3.65,0.091554131,28,271.0901027,1,67,,0.082934306,0.092054036,0.148411721,0.169298524,0.369165637,0.529048546,0.018785003,0.022835216,18.67508907,1.363270611,15.32264361
europe,swit119,46.33,7.63,1240,1868,1980,112,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.174944005,-3.65,0.091554131,28,271.0901027,1,67,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
europe,swit120,46.33,7.63,1240,1788,1980,192,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.210009096,-3.98,0.091554131,28,271.0901027,1,67,0.184578981,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
europe,swit121,46.3,7.83,1510,1812,1980,168,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.177791863,-3.65,0.167849241,28,370.9588328,6,101,-0.26611315,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit122,46.3,7.83,1510,1793,1980,187,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.189472003,-3.98,0.167849241,28,370.9588328,6,101,0.182634069,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit123,46.28,7.83,1740,1708,1980,272,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.163214883,-3.65,1.190203708,28,241.3392557,6,101,-0.181929581,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit124,46.28,7.83,1740,1707,1980,273,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.158626292,-3.98,1.190203708,28,241.3392557,6,101,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit125,46.33,7.78,1850,1825,1980,155,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.215551378,-3.65,0.411993591,28,65.18007136,1,67,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit126,46.33,7.78,1850,1774,1980,206,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.205500374,-3.98,0.411993591,28,65.18007136,1,67,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,17.99038088,1.390979206,15.16393488
europe,swit128,47.32,7.22,660,1688,1982,294,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.291182701,-3.608966667,0.183108263,,655.7085691,1,54,,0.062352325,0.073227516,0.143251839,0.173547936,8.399677181,1.757072916,0.021033081,0.022412089,21.3403726,1.684818264,19.13522809
europe,swit129,47.25,7.53,1220,1802,1982,180,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.22770085,-3.608966667,2.395666438,23,357.5981183,1,45,,0.068905694,0.081164588,0.154207463,0.187502294,1.183992533,1.042023765,0.020870116,0.023276595,21.39421032,1.620975859,21.14696354
europe,swit130,46.12,7.18,1900,1772,1979,207,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.219180517,-3.98,0.183108263,21,499.6461283,6,101,,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit131,46.12,7.18,1570,1856,1979,123,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.143591824,-3.98,0.183108263,21,499.6461283,6,101,0.161092096,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit132,46.13,7.17,840,1840,1979,139,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.354673926,-3.608966667,1.235980774,21,501.5540573,6,101,0.197140259,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit133,46.13,7.18,890,1833,1979,146,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.214000739,-3.98,0.091554131,21,401.8258962,6,101,0.23139395,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit134,46.13,7.17,880,1843,1979,136,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.178688699,-3.608966667,1.235980774,21,501.5540573,6,101,0.284312692,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit135,46.13,7.18,1200,1837,1979,142,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.237159035,-3.98,0.091554131,21,401.8258962,6,101,0.262281059,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit136,46.12,7.18,1520,1813,1979,166,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.132030043,-3.98,0.183108263,21,499.6461283,6,101,,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit137,46.13,7.18,880,1826,1979,153,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.320065582,-3.608966667,0.091554131,21,401.8258962,6,101,0.194757324,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit138,46.37,8.03,1800,1853,1973,120,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.149979964,-3.98,0.854505226,23,326.4851728,6,101,,0.121466045,0.124540865,0.136594059,0.189574074,0.218255018,0.370136373,0.016543241,0.022586646,17.99038088,1.390979206,15.16393488
europe,swit139,46.37,8.03,1800,1877,1973,96,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.213594217,-3.66,0.854505226,23,326.4851728,6,101,0.218396988,0.121466045,0.124540865,0.136594059,0.189574074,0.218255018,0.370136373,0.016543241,0.022586646,17.99038088,1.390979206,15.16393488
europe,swit140,46.4,8.02,2000,1792,1974,182,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.29217777,-3.66,0.335698482,23,0,6,101,0.263828111,0.120925836,0.123914611,0.136159755,0.18906794,0.218767338,0.368252753,0.016768903,0.022515984,17.99038088,1.390979206,15.16393488
europe,swit141,47.25,7.83,535,1861,1977,116,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.193568538,-3.65,0.183108263,23,404.3989087,1,55,,0.067829489,0.082625252,0.137102516,0.195038684,1.193079371,1.031427757,0.017783572,0.023197489,19.53219043,1.563112096,17.26372903
europe,swit142,47.25,7.83,535,1874,1977,103,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.19750577,-3.65,0.183108263,23,404.3989087,1,55,-0.307025778,0.068650628,0.082068363,0.155006751,0.193283817,1.244453739,1.045750747,0.020664043,0.02338953,19.53219043,1.563112096,17.26372903
europe,swit143,47.25,7.83,535,1843,1977,134,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.24149216,-3.98,0.183108263,23,404.3989087,1,55,0.177105798,0.068650628,0.082068363,0.155006751,0.193283817,1.244453739,1.045750747,0.020664043,0.02338953,19.53219043,1.563112096,17.26372903
europe,swit144,47.15,7.8,675,1770,1977,207,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.281852188,-3.65,7.827878233,23,50.56804056,1,32,,0.068650628,0.082068363,0.155006751,0.193283817,1.244453739,1.045750747,0.020664043,0.02338953,21.27827341,1.463309759,19.18183198
europe,swit145,47.15,7.8,675,1808,1977,169,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.311872553,-3.98,7.827878233,23,50.56804056,1,32,,0.068650628,0.082068363,0.155006751,0.193283817,1.244453739,1.045750747,0.020664043,0.02338953,21.27827341,1.463309759,19.18183198
europe,swit146,45.93,9.02,1600,1917,1978,61,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.184085215,-3.98,3.128099489,,92.7156052,6,64,,0.111311297,0.112540876,0.196247497,0.257213931,0.345863444,0.534993188,0.019873855,0.026783608,15.67987797,1.359459063,11.22843191
europe,swit147,47.15,7.43,555,1889,1979,90,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.205330879,-3.65,9.292744335,,496.0525825,1,55,,0.062165633,0.073786845,0.143583787,0.177274465,10.41664004,1.788689555,0.020633177,0.022320924,21.47626812,1.471974606,17.87592107
europe,swit148,47.15,7.43,555,1899,1979,80,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.16650129,-3.65,9.292744335,,496.0525825,1,55,-0.213407403,0.060675779,0.076271379,0.144476318,0.183939123,7.59295817,1.613207847,0.02145979,0.023202903,21.47626812,1.471974606,17.87592107
europe,swit149,47.15,7.43,555,1917,1979,62,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.284189895,-3.98,9.292744335,,496.0525825,1,55,,0.061496474,0.068977287,0.146348341,0.170009223,10.03418597,1.750810688,0.023683702,0.025604428,21.47626812,1.471974606,17.87592107
europe,swit150,47.02,7.48,570,1900,1979,79,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.201136391,-3.65,0,,12.95276516,5,48,,0.060822077,0.074360164,0.143184777,0.179361071,10.51920765,1.753912464,0.02089919,0.022597899,21.47626812,1.471974606,17.87592107
europe,swit151,47.02,7.48,570,1885,1979,94,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.188552266,-3.65,0,,12.95276516,5,48,-0.248265719,0.061817715,0.073428759,0.142644257,0.176603579,9.958388635,1.743227764,0.020502319,0.022180215,21.47626812,1.471974606,17.87592107
europe,swit152,47.02,7.48,570,1904,1979,75,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.174971783,-3.98,0,,12.95276516,5,48,-0.297730051,0.060264342,0.075554699,0.144291076,0.18232622,12.19480842,1.653825072,0.021920187,0.023696917,21.47626812,1.471974606,17.87592107
europe,swit153,47.17,7.33,450,1905,1979,74,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.199651828,-3.65,0.091554131,,142.7327197,1,55,,0.060701954,0.075924746,0.145553735,0.18392845,10.39995934,1.637606064,0.021763311,0.02352875,21.47626812,1.471974606,17.87592107
europe,swit154,47.17,7.33,450,1905,1979,74,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.1612809,-3.98,0.091554131,,142.7327197,1,55,,0.061103853,0.07571059,0.145504416,0.182613192,9.199132928,1.637534487,0.021609888,0.023364052,21.47626812,1.471974606,17.87592107
europe,swit155,47.03,7.4,560,1882,1979,97,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.204265625,-3.65,3.662165255,,448.0251016,1,55,-0.247851482,0.062147872,0.073824502,0.143529851,0.177628321,9.809558979,1.762408112,0.020630364,0.022312735,21.47626812,1.471974606,17.87592107
europe,swit156,47.03,7.4,560,1877,1979,102,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.154334121,-3.65,3.662165255,,448.0251016,1,55,-0.211706364,0.061817715,0.073428759,0.142644257,0.176603579,9.958388635,1.743227764,0.020502319,0.022180215,21.47626812,1.471974606,17.87592107
europe,swit157,47.03,7.4,560,1882,1979,97,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.175709275,-3.98,3.662165255,,448.0251016,1,55,-0.177499121,0.061817715,0.073428759,0.142644257,0.176603579,9.958388635,1.743227764,0.020502319,0.022180215,21.47626812,1.471974606,17.87592107
europe,swit158,46.98,7.35,597,1887,1979,92,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.213242376,-3.65,7.186999313,19,90.98869864,1,55,,0.067006547,0.078785473,0.147468149,0.180496552,1.123482908,1.005152198,0.019461143,0.021639182,21.47626812,1.471974606,17.87592107
europe,swit159,46.12,7.18,1540,1883,1979,96,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.197946032,-3.608966667,0.183108263,21,499.6461283,6,101,0.175703018,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit160,46.13,7.18,1240,1776,1979,203,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.296600269,-3.608966667,0.091554131,21,401.8258962,6,101,,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit161,46.13,7.18,1220,1880,1979,99,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.178812495,-3.98,0.091554131,21,401.8258962,6,101,,0.07805364,0.089213984,0.143337106,0.167846002,0.551010408,0.708280739,0.018791716,0.022005196,15.71871929,1.407367527,12.48753588
europe,swit162,46.87,7.68,875,1796,1979,183,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.185074357,-3.65,3.875791562,24,785.7725199,1,32,,0.061494893,0.074037505,0.141783293,0.180789194,0.898369462,0.859140589,0.019543734,0.02243007,21.47626812,1.471974606,17.87592107
europe,swit163,46.87,7.68,875,1841,1979,138,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.142984644,-3.98,3.875791562,24,785.7725199,1,32,-0.179438377,0.061494893,0.074037505,0.141783293,0.180789194,0.898369462,0.859140589,0.019543734,0.02243007,21.47626812,1.471974606,17.87592107
europe,swit164,47.32,7.22,620,1886,1982,96,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.18551331,-3.65,0.183108263,,655.7085691,1,54,,0.062352325,0.073227516,0.143251839,0.173547936,8.399677181,1.757072916,0.021033081,0.022412089,21.3403726,1.684818264,19.13522809
europe,swit165,47.25,7.53,1180,1876,1982,106,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.179543667,-3.98,2.395666438,23,357.5981183,1,45,0.295509916,0.068905694,0.081164588,0.154207463,0.187502294,1.183992533,1.042023765,0.020870116,0.023276595,21.39421032,1.620975859,21.14696354
europe,swit166,46.52,7.4,1900,1690,1986,296,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.095856773,-3.98,0.473029679,19,321.0035631,6,64,,0.067071744,0.077746418,0.145796269,0.178981324,1.087708572,1.053238314,0.019858435,0.023985234,18.67508907,1.363270611,15.32264361
europe,swit167,46.4,7.43,1900,1734,1986,252,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.140552671,,3.082322423,21,59.16566992,,0,,0.078217584,0.087670685,0.142151529,0.168655798,0.545687603,0.706107084,0.019258626,0.024608925,18.67508907,1.363270611,15.32264361
europe,swit168,46.4,7.43,1900,1681,1986,305,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.268877694,-3.66,3.082322423,21,59.16566992,,0,0.394452012,0.07924586,0.088508271,0.145057964,0.166077574,0.54248504,0.702805587,0.01934314,0.022432079,18.67508907,1.363270611,15.32264361
europe,swit169,46.4,7.43,1900,1532,1986,454,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.126459064,-3.98,3.082322423,21,59.16566992,,0,0.168764027,0.078217584,0.087670685,0.142151529,0.168655798,0.545687603,0.706107084,0.019258626,0.024608925,18.67508907,1.363270611,15.32264361
europe,swit170,46.27,5.93,1700,1671,1987,316,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.18277422,,2.288853285,29,851.8227117,1,52,0.161887554,0.065111622,0.074820699,0.136244671,0.166297904,2.286961323,4.600276917,0.019848849,0.024500531,16.39429171,1.381382981,10.82609573
europe,swit171,46.43,8.87,1520,1695,1988,293,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.124680729,-3.98,2.792401007,23,367.2590121,4,61,,0.160610957,0.14265804,0.186335563,0.207403351,0.209707283,0.331711432,0.01875765,0.025705936,16.28281224,1.539056497,12.43766132
europe,swit172,46.7,7.77,1560,1710,1988,278,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.170993859,-3.608966667,3.433279927,24,394.0438247,,0,0.315627219,0.061194348,0.073741289,0.138830365,0.179778435,0.875514764,0.864791372,0.019663297,0.024237316,17.99038088,1.390979206,15.16393488
europe,swit173,46.73,9.08,1520,1537,1995,458,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.143731842,-3.98,0.671396963,31,475.8221007,6,101,,0.082535241,0.09771112,0.175405561,0.268823519,0.646171334,0.68955343,0.019427779,0.027840038,16.28281224,1.539056497,12.43766132
europe,swit174,46.6,8.03,1700,1786,1995,209,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.148299205,-3.98,0,,155.92597,,0,,0.064271551,0.079127873,0.14354004,0.207137544,0.600919948,0.715343745,0.019874,0.026445263,17.99038088,1.390979206,15.16393488
europe,swit175,46.65,8.02,1960,1774,1995,221,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.124929912,-3.98,1.220721752,,351.0122563,4,61,,0.064271551,0.079127873,0.14354004,0.207137544,0.600919948,0.715343745,0.019874,0.026445263,17.99038088,1.390979206,15.16393488
europe,swit176,46.43,7.82,1900,1768,1998,230,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.147578326,-3.98,0.625619898,28,141.9819181,6,101,0.266941333,0.081640839,0.095680233,0.149979321,0.184204701,0.367373132,0.524477257,0.019294503,0.026193696,17.99038088,1.390979206,15.16393488
europe,swit177,46.42,7.32,1250,982,1976,994,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.179302611,-3.98,0.091554131,21,427.6274647,4,61,,0.077909402,0.090066777,0.143088495,0.169689608,0.542503342,0.703812437,0.018507417,0.021918431,18.67508907,1.363270611,15.32264361
europe,swit178,47,7.57,550,1714,1976,262,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.44405725,-3.608966667,8.621347372,24,651.7613927,1,32,,0.061598597,0.074812782,0.142304378,0.18265422,0.912993003,0.866556757,0.019417161,0.022307187,18.67508907,1.363270611,15.32264361
europe,swit214,46,8.8667,720,1941,1997,56,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.57588365,,0.091554131,,519.7091642,5,32,0.794656507,0.091118296,0.097569477,0.210965091,0.263290489,0.323964172,0.532168445,0.024479797,0.036171525,20.14887662,1.310759956,17.74393163
europe,swit245,46.1214,8.7967,660,1956,1998,42,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.309969608,,3.234912642,23,540.5156937,4,61,0.603286841,0.148600352,0.142818092,0.251024589,0.26975202,0.197135077,0.356356657,0.025533511,0.039305317,15.67987797,1.359459063,11.22843191
europe,swit305,46.0639,8.8639,726,1956,1995,39,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.31739708,,3.158617533,23,326.7840105,6,101,0.291113649,0.148504781,0.140624927,0.242008556,0.278225421,0.200759576,0.357629544,0.026385221,0.039625032,15.67987797,1.359459063,11.22843191
europe,swit346,46.185,8.8817,560,1956,2006,50,QUPE,Angiosperm,Fagaceae,Quercus,Quercus petraea,Humid,0.253282485,-3.5,0,23,436.188772,4,34,,0.173305318,0.140476937,0.252658526,0.276075027,0.197738965,0.360377429,0.026098708,0.039523115,15.67987797,1.359459063,11.22843191
europe,swit357,47.3769,8.4417,550,1956,1998,42,QUPU,Angiosperm,Fagaceae,Quercus,Quercus pubescens,Humid,0.391798136,-3.3,5.142290379,,560.0848468,5,48,,0.073783352,0.07196185,0.171333411,0.198469445,0.784049223,1.092205642,0.029043233,0.042925278,21.9321417,1.55872909,19.63235977
europe,swit364,46.3217,7.5619,880,1952,2006,54,QUPE,Angiosperm,Fagaceae,Quercus,Quercus petraea,Humid,0.42188439,-3.5,0,28,24.73973887,1,67,0.34972907,0.090978555,0.090090446,0.190378689,0.217843425,0.379808376,0.54592761,0.028189442,0.038296529,18.67508907,1.363270611,15.32264361
usa,tn022,35.62,-83.93,610,1683,1997,314,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.258583733,-3.21,0.091554131,23,605.6081946,1,16,,0.038486776,0.043368721,0.111277315,0.161395205,1.592901287,1.463404135,0.019663516,0.032230858,17.4419345,1.638982501,16.02762696
usa,tx009,32.98,-99.17,425,1681,1980,299,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.676059326,-1.44,2.090486,,98.39469401,1,66,,0.036189503,0.045214251,0.09567453,0.12858646,0.273586929,0.463713562,0.017090408,0.026340391,17.28940549,1.606319676,17.00580782
usa,tx018,30.93,-96.8,105,1668,1982,314,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.377344753,-1.44,2.349889372,,426.9493666,1,38,,0.03083077,0.035589848,0.105152064,0.12405843,0.470830176,0.481581167,0.016402244,0.02624339,17.18735786,1.91905765,20.25374533
usa,tx021,30.32,-96.63,90,1671,1982,311,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.414007741,-1.44,0,14,484.5249153,1,38,,0.030527069,0.033731263,0.112136879,0.132593775,0.465358519,0.498562945,0.015896005,0.025138159,16.76726299,1.679373535,17.94853217
usa,tx027,30.88,-99.18,540,1677,1982,305,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.399633403,-1.44,4.196231022,,103.7428291,1,38,,0.036328055,0.038910791,0.095704668,0.119390718,0.24408969,0.485575875,0.018483934,0.026533052,17.14512987,1.671941464,17.39312628
usa,tx033,29.3,-96.97,75,1668,1982,314,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.46006646,-1.44,1.373311971,13,0,1,38,,0.028378712,0.031851922,0.119883201,0.14078025,0.572176666,0.612352713,0.015376913,0.02324416,17.58672499,1.699314351,18.11908432
usa,tx039,28.83,-97.18,35,1682,1982,300,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.402653327,-1.44,3.21965362,,77.97480676,1,38,,0.026909322,0.029833838,0.109229262,0.14417772,0.576996184,0.720936596,0.016027409,0.022607434,17.71639966,1.719196199,18.54773039
usa,tx042,29.25,-103.3,2057,1473,1992,519,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.377405619,,1.083390555,,331.4839533,5,40,-0.201410121,0.03021604,0.037832382,0.066895221,0.09789643,0.101932655,0.260527235,0.019035925,0.028164358,18.61342393,1.267979298,8.858916603
usa,tx046,31.9,-104.85,2438,1537,1992,455,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.353658318,,4.882887007,,252.7123342,5,40,,0.040804642,0.043630854,0.067535421,0.108709693,0.125507359,0.476380105,0.017111889,0.024908746,18.70685751,1.436137154,8.970661927
usa,ut510,39.58,-111.33,2970,1542,1983,441,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.098534209,-4.906946696,1.007095445,12,225.3581275,1,52,,0.085273396,0.064943341,0.066303801,0.075466045,0.194044283,0.24392175,0.015827763,0.024429962,18.35341359,1.710400475,15.77447004
usa,ut511,37.58,-113.85,3120,1581,1983,402,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.120683158,-4.906946696,5.508506905,,213.1043027,1,81,,0.067265721,0.05957182,0.057000776,0.069281227,0.109099976,0.157270077,0.016538201,0.023263617,18.85357798,1.633871009,10.2741496
usa,ut512,40.57,-111.63,3150,1511,1983,472,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.08409248,-4.906946696,0.839246204,19,218.3249307,1,52,0.38827108,0.069437818,0.059230968,0.07783299,0.084071253,0.158447479,0.202549896,0.015332351,0.023069666,17.69301055,1.73188906,17.56854683
usa,va020,36.67,-76.53,26,1830,1975,145,PITA,Gymnosperm,Pinaceae,Pinus,Pinus taeda,Humid,0.394601329,-3.13,1.907377737,16,573.5898931,1,45,,0.035260691,0.039541282,0.0990426,0.150359316,1.05806326,2.868914467,0.017313528,0.025540469,16.37964851,1.581496872,16.41105157
usa,va021,36.78,-76.88,9,932,1985,1053,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.273923352,-2.135485942,14.05355917,16,210.3416734,1,18,,0.03453355,0.040282989,0.102808757,0.157040605,1.058003188,3.113222729,0.01664704,0.024542282,16.12521588,1.509219367,14.16320034
usa,va025,36.78,-77.13,5,1171,1984,813,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.346797492,-2.135485942,0.183108263,23,351.2433549,1,13,0.154182309,0.031010988,0.043008862,0.091423513,0.184692486,0.965932225,5.786149942,0.016892923,0.025674742,16.12521588,1.509219367,14.16320034
usa,wa081,46.15,-122.15,1200,1609,1983,374,ABAM,Gymnosperm,Pinaceae,Abies,Abies amabilis,Humid,0.143984679,,0.091554131,,640.3562783,3,138,0.169053803,0.07544889,0.058462574,0.134607917,0.171735971,1.236802709,1.491849253,0.016440795,0.02917712,13.48050897,1.76864462,10.69439668
usa,wa082,47.98,-123.47,1550,1698,1983,285,ABAM,Gymnosperm,Pinaceae,Abies,Abies amabilis,Humid,0.105417305,,2.517738613,35,578.8745901,3,138,,0.053590615,0.039134027,0.097079113,0.130162017,,,0.018217469,0.029014131,11.85644196,1.412296822,6.136297383
usa,wa083,48.7,-118.33,1800,1605,1983,378,LAOC,Gymnosperm,Pinaceae,Larix,Larix occidentalis,Arid,0.219802443,-4.30961,0.183108263,,440.0454107,3,138,0.282680763,0.08768203,0.092533096,0.135284043,0.187524018,0.684930754,0.677239303,0.017640187,0.031873378,13.43369537,1.58942469,5.648131769
usa,wa084,47.97,-123.43,1360,1750,1983,233,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.144609063,,1.281757839,35,570.7707584,3,138,0.292678875,0.053590615,0.039134027,0.097079113,0.130162017,,,0.018217469,0.029014131,11.85644196,1.412296822,6.136297383
usa,wy021,44.15,-107.05,2850,1496,1983,487,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.086381986,-4.906946696,1.190203708,18,452.3557076,3,66,,0.093931402,0.090741245,0.114540451,0.107796639,0.258617118,0.20989203,0.014572613,0.022113846,16.27569738,1.748135609,11.89149776
