Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),LWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
canada,cana077,55.73,-76.15,1000,1777,1988,211,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.105657939,-5.297716667,0.183108263,,145.2341196,6,85,0.382295503,0.570895317,0.11537237,0.153060996,0.232112137,1.401373833,0.544468249,0.015428437,0.02209199,19.61384555,2.486902346,16.90503396
canada,cana078,57.7,-105.27,2000,1864,1988,124,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.116789575,-5.297716667,0.259403372,7,327.1365813,5,98,0.199733795,0.154732661,0.11147429,0.110694048,0.138343742,0.267570846,1.551047726,0.016365932,0.029931953,13.92846523,1.909583485,8.251255488
canada,cana079,53.07,-87.33,645,1802,1988,186,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.114018683,-4.295330766,0,8,105.0334442,5,98,,0.139028903,0.085385721,0.109329377,0.138516917,0.611253381,1.641559134,0.033210274,0.048858808,13.29888713,1.586853062,8.108804567
canada,cana080,53.23,-77.67,450,1861,1988,127,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.069199767,-5.297716667,0.091554131,,94.27908412,1,45,,0.201989889,0.101668657,0.128521711,0.210298443,0.525068661,0.555646354,0.0181623,0.022791712,19.17180976,2.459734151,18.95715798
canada,cana081,53.23,-77.67,450,1847,1988,141,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.086484936,-5.297716667,0.091554131,,94.27908412,1,45,,0.201989889,0.101668657,0.128521711,0.210298443,0.525068661,0.555646354,0.0181623,0.022791712,19.17180976,2.459734151,18.95715798
canada,cana082,61.67,-139.67,750,1585,1983,398,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.11404269,-4.295330766,0.183108263,20,316.6121228,1,55,0.19027996,0.1386337,0.119318066,0.108502192,0.15920572,0.284988876,1.30624743,0.027241545,0.024431474,16.0673916,1.732971488,12.19263235
canada,cana083,60.42,-137.17,780,1756,1983,227,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.087623422,-5.297716667,0.656137942,,66.38162135,6,85,,0.170714829,0.133244563,0.11512145,0.20111163,0.196899136,0.702301036,0.0255278,0.026522245,17.40331379,1.951585816,12.33059551
canada,cana084,59.92,-136.83,780,1732,1983,251,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.122161915,-3.85,0.183108263,,62.37927836,6,85,,0.236432601,0.148052879,0.148200607,0.251977607,0.355509616,4.026862426,0.02615021,0.027940969,20.33212165,2.169533361,17.92141653
canada,cana085,59.08,-129.92,900,1817,1983,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.09217013,-4.295330766,0.183108263,,712.8412505,6,85,0.453222706,0.156339309,0.113815345,0.111024825,0.179720796,0.374399011,7.034250877,0.017942036,0.029068756,21.63322213,2.3323106,18.66445525
canada,cana086,58.33,-129.92,1200,1757,1983,226,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.100460177,-4.295330766,0.335698482,11,815.3567581,6,85,,0.174259892,0.118389072,0.13543868,0.204635624,0.467955563,3.287026137,0.017154186,0.027729915,17.83300243,1.82328078,13.97805751
canada,cana087,60.08,-128.83,750,1742,1983,241,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.12663152,-4.295330766,0.183108263,18,564.0282229,3,49,,0.152795717,0.113967882,0.098220593,0.158289779,0.40117113,6.029216036,0.018163156,0.029384886,12.42291913,1.53045499,5.505997019
canada,cana088,58.67,-124.67,1260,1770,1983,213,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.083915795,-4.295330766,0.183108263,,0,5,49,0.229844042,0.114124482,0.085313948,0.103161624,0.134637529,0.962758319,8.28855714,0.018339625,0.03234757,14.85691866,1.671882732,9.08279056
canada,cana089,58.33,-122.83,690,1817,1983,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.122121771,-4.295330766,0.183108263,15,517.852286,1,53,0.284506615,0.090663486,0.080021465,0.101638701,0.142565826,0.441467431,1.132077983,0.016429359,0.031706074,13.3767575,1.643291844,6.494208189
canada,cana090,56.92,-130.08,459,1686,1983,297,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.131817461,-3.85,0.457770657,,515.6512078,6,85,0.24003318,0.170024036,0.110699128,0.16573177,0.262135675,0.827283618,0.997668165,0.017264757,0.02568459,17.43241693,1.844957069,14.94343349
canada,cana091,54.9,-127.25,1200,1680,1983,303,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.130870944,-4.295330766,0.656137942,16,378.4006002,6,85,0.164253152,0.125191954,0.102089528,0.146082814,0.243739864,0.439799566,1.539886508,0.019504729,0.030818204,13.76760455,1.648357213,8.137521987
canada,cana092,55.5,-122.67,780,1697,1983,286,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.168208105,-4.295330766,0.183108263,18,414.850407,6,85,0.401773746,0.139149939,0.108877903,0.142597256,0.209140604,1.405886558,2.967151249,0.014588439,0.031856592,13.19376657,1.363012575,6.965242645
canada,cana093,54.5,-122.5,690,1773,1983,210,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.17247206,,0.183108263,18,421.7949997,1,53,0.26919074,0.100514958,0.091775824,0.132009616,0.202370012,0.5844115,2.275208769,0.015637172,0.03306645,13.20411877,1.564311553,6.412534891
canada,cana094,53.33,-120.67,1530,1652,1983,331,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.085405124,-4.906946696,0.381475547,,437.9546285,6,85,,0.123013325,0.116511918,0.128935774,0.215568599,1.374908566,2.224419047,0.015835818,0.032481793,14.132913,1.477137775,8.121331493
canada,cana095,51.88,-121.25,810,1669,1983,314,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.212323319,,0.091554131,19,456.3101563,1,53,0.315841934,0.090316515,0.08728548,0.110639429,0.180267656,0.427254094,1.552188719,0.015768284,0.031361746,12.96735948,1.425703952,5.843278041
canada,cana096,52.25,-117,2000,1608,1983,375,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.070015402,-4.906946696,0,,17.51974877,6,85,0.206738497,0.240451854,0.172288003,0.136867888,0.182800881,2.659697126,2.142350841,0.017526339,0.029571172,15.15087952,1.5759345,10.29603722
canada,cana097,51.75,-116.22,2050,1634,1983,349,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.073885486,-4.906946696,0.183108263,20,0,,0,,0.158277318,0.137860754,0.13443865,0.188460084,2.612740514,118.2443199,0.018033675,0.030174417,12.48732622,1.344610979,6.145398478
canada,cana098,51.17,-116.17,1500,1686,1983,297,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.13199805,-4.906946696,0.091554131,,407.9312692,3,30,0.490320602,0.39045257,0.212748988,0.159283737,0.182455926,1.704944154,2.304667058,0.01793996,0.030692192,14.0735798,1.602525602,9.415610082
canada,cana111,49.42,-123.08,1110,1413,1983,570,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.119080916,,0.091554131,10,435.2996713,1,33,0.224571627,0.079423369,0.054724695,0.133163408,0.170951429,1.156656189,1.40363629,0.018006762,0.032030576,11.28637862,1.131694249,7.554764177
canada,cana112,49.08,-116.75,1850,1701,1983,282,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.124710134,-4.906946696,5.111772335,20,498.8854889,3,138,,0.153609853,0.123902569,0.140122073,0.185917039,18.05664067,4.472297522,0.01954503,0.034475635,13.13545102,1.431389097,6.885358762
canada,cana113,49.15,-125.23,1020,1629,1983,354,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.162363357,,1.20546273,39,564.6678122,1,64,0.399065787,0.071781057,0.046180101,0.133163797,0.157616491,3.993573533,21.49814979,0.017275881,0.026863017,10.76277458,0.987070776,7.333347373
canada,cana114,49.78,-117.17,1530,1804,1983,179,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.136835521,-4.906946696,2.166781109,21,444.5731086,5,98,0.321482345,0.104341441,0.092065145,0.131492648,0.183334297,1.656433821,5.384389764,0.018076427,0.032654538,14.33993414,1.560035074,9.01378944
canada,cana116,53.5,-96.38,860,1896,1988,92,PIBN,Gymnosperm,Pinaceae,Pinus,Pinus banksiana,Humid,0.179186588,,0,13,0,4,46,,0.116340287,0.087837273,0.119212311,0.151077239,0.268498628,13.51324277,0.016469334,0.0326634,12.39095125,1.576887279,6.893536425
canada,cana168,53.5,-96.38,860,1896,1988,92,PIBA,Gymnosperm,Pinaceae,Pinus,Pinus balfouriana,Humid,0.179186588,,0,13,0,4,46,,0.116340287,0.087837273,0.119212311,0.151077239,0.268498628,13.51324277,0.016469334,0.0326634,12.39095125,1.576887279,6.893536425
canada,cana169,55.33,-77.83,50,1352,1989,637,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.139529047,-5.297716667,,,0,,,,,,,,,,0.015752593,0.021761041,,,
canada,cana171,52.25,-117.25,2000,1665,1994,329,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.088481323,-4.906946696,0.183108263,,0,6,85,,0.241964988,0.177400807,0.139707938,0.179976826,2.19461561,1.847279889,0.018983797,0.029439305,14.39635275,1.480564361,8.643497251
canada,cana173,68.27,-133.33,120,1466,1992,526,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.106880997,-4.295330766,0,13,36.81324976,4,38,,3.11360549,0.214745474,0.19071394,0.266039068,0.188619885,0.763321887,0.02403668,0.023378882,25.40768165,3.569425481,25.83533641
canada,cana225,50.23,-117.08,2100,1669,1997,328,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.17458898,-4.906946696,0.854505226,,483.0938084,5,98,,0.132681505,0.111830608,0.14022036,0.177223303,4.214799298,2.540087346,0.019709193,0.031147066,14.33993414,1.560035074,9.01378944
canada,cana226,49.73,-117.17,1950,1710,1997,287,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.142030147,-4.906946696,1.388570993,21,367.0474068,5,98,,0.106908647,0.09591387,0.133342365,0.183065718,2.721888898,6.847736244,0.019985585,0.031914713,12.72540479,1.381948462,6.876499572
canada,cana230,49.03,-117.05,2050,1698,1997,299,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.134049647,-4.906946696,2.532997635,22,443.5311203,3,138,,0.111951699,0.098807691,0.133066436,0.182484968,9.621243184,3.188455787,0.020422023,0.032809503,13.13545102,1.431389097,6.885358762
canada,cana231,50.57,-118.57,1830,1477,1997,520,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.088231372,-4.906946696,0.854505226,22,444.6682281,5,98,,0.109775392,0.090988138,0.127652076,0.158738884,21.1746248,3.697701049,0.017648482,0.029693084,13.00739574,1.424290399,6.245563434
canada,cana234,49.73,-118.93,2000,1512,1997,485,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.141630213,-4.906946696,0.183108263,25,231.2728658,1,53,,0.076616263,0.082879887,0.11638404,0.170602891,0.74141378,0.846827297,0.019343272,0.03054611,12.81375613,1.560431541,6.028674873
canada,cana237,50.98,-121.72,1950,1694,1997,303,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.151487188,-4.906946696,1.220721752,,449.1190074,1,53,,0.09303041,0.078092494,0.10633056,0.15082189,0.326758974,0.555113164,0.018948147,0.031208939,12.64727926,1.488519786,5.75448265
canada,cana238,50.7,-121.45,1980,1554,1997,443,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.184953451,-4.906946696,8.316166934,,302.5719081,1,71,,0.076371425,0.073610004,0.103026548,0.155336947,0.249157384,0.452598627,0.018225947,0.030227638,12.82413041,1.514727069,6.339480782
canada,cana426,52.9167,-118.05,1220,1534,2008,474,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.333138549,,0.183108263,,287.1978722,6,85,0.140477173,0.168760515,0.142924277,0.134084176,0.195285131,4.4768514,3.766384445,0.017128688,0.030244701,13.23641176,1.388185219,7.07906294
canada,cana427,52.9333,-118.0667,1230,1749,2008,259,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.311055171,,0.656137942,,439.5300351,6,85,,0.168760515,0.142924277,0.134084176,0.195285131,4.4768514,3.766384445,0.017128688,0.030244701,13.23641176,1.388185219,7.07906294
asia,chin004,34.48,110.08,2060,1540,1989,449,PIAM,Gymnosperm,Pinaceae,Pinus,Pinus armandii,Arid,0.164637391,,1.220721752,,104.9255735,1,40,0.207261547,0.033741902,0.032034977,0.13921339,0.182451374,0.392897053,10.75005093,0.020357097,0.030705513,16.26956737,1.679908916,17.58920761
usa,co509,37.18,-108.48,2115,1373,1978,605,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.326125949,,4.440375372,12,317.3774,5,41,,0.087161103,0.061146049,0.056059679,0.07647253,0.169485262,0.38564016,0.017546959,0.025042884,19.29162352,1.695479967,12.00746254
usa,co517,40.05,-105.58,3320,1610,1982,372,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.125051435,-4.906946696,0.335698482,19,358.4361393,3,53,,0.12194019,0.087517255,0.077416535,0.084860074,0.208724366,0.214636028,0.014819478,0.022796834,15.1067743,1.828131915,9.521542053
usa,co552,37.9,-107.72,3400,1626,1983,357,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.082113625,-4.906946696,0.366216526,,311.3269099,3,53,,0.07833225,0.060312923,0.055822639,0.078869562,0.151677609,0.307334623,0.016275739,0.025189341,17.71171239,1.701465453,12.94635033
usa,co553,39.33,-105.03,3600,1530,1983,453,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.089718187,-4.906946696,5.783169299,25,1164.65278,3,53,0.249729597,0.076402354,0.066694295,0.090966396,0.107560013,0.231851865,0.27970187,0.014860782,0.023065721,15.91012083,1.616777276,11.54184083
usa,co554,38.67,-107.58,3700,1565,1982,417,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.077855351,-4.906946696,1.785305562,,202.6704533,3,53,0.164130236,0.09265727,0.06236573,0.063803904,0.076467395,0.167939348,0.218486795,0.015047528,0.02501885,19.02625965,1.676467632,14.37024441
usa,co573,40,-105.37,1950,1813,1982,169,PIPO,Gymnosperm,Pinaceae,Pinus,Pinus ponderosa,Arid,0.317610654,-2.65,0.183108263,17,402.9927057,3,53,,0.073508812,0.061559526,0.094173815,0.103011419,0.265562443,0.241486053,0.014489698,0.022052908,14.76267296,1.812117616,9.71339111
usa,co574,40.05,-105.55,3400,1694,1982,288,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.134896948,-4.906946696,0.579842832,19,399.9548701,3,53,0.172494001,0.12194019,0.087517255,0.077416535,0.084860074,0.208724366,0.214636028,0.014819478,0.022796834,15.1067743,1.828131915,9.521542053
usa,co575,39.98,-105.5,2500,1880,1982,102,PCPU,Gymnosperm,Pinaceae,Picea,Picea pungens,Arid,0.177390517,,0.183108263,17,423.8091534,3,53,,0.143062877,0.099882315,0.083218427,0.094605742,0.220824846,0.259588127,0.014489698,0.022052908,15.1067743,1.828131915,9.521542053
usa,co577,39.95,-105.55,2650,1716,1982,266,PIPO,Gymnosperm,Pinaceae,Pinus,Pinus ponderosa,Arid,0.125214553,-2.65,0.091554131,22,314.5248607,3,53,,0.143062877,0.099882315,0.083218427,0.094605742,0.220824846,0.259588127,0.014921143,0.023774959,15.1067743,1.828131915,9.521542053
usa,co578,40,-105.37,1900,1867,1982,115,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.2967767,,0.183108263,17,402.9927057,3,53,,0.073508812,0.061559526,0.094173815,0.103011419,0.265562443,0.241486053,0.014489698,0.022052908,14.76267296,1.812117616,9.71339111
usa,co586,39.87,-105.87,3370,1224,1993,769,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.098262178,-4.906946696,1.434348058,22,474.802481,3,53,0.21404441,0.141572551,0.09752629,0.090388085,0.092930296,0.22211202,0.247064156,0.014531346,0.022593678,16.71360461,1.820482319,11.64500042
usa,co651,37.2739,-108.3478,2226,722,2011,1289,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.440260623,,3.173876555,12,440.229051,5,41,,0.101595183,0.066825405,0.06788642,0.084334579,0.192988955,0.397652136,0.015940959,0.023618472,18.2578175,1.593285473,13.02666239
usa,co652,37.2739,-108.3478,2226,480,2011,1531,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.373662735,,3.173876555,12,440.229051,5,41,0.071775296,0.101595183,0.066825405,0.06788642,0.084334579,0.192988955,0.397652136,0.015940959,0.023618472,18.2578175,1.593285473,13.02666239
europe,cypr002,34.93,32.87,1820,1616,1981,365,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.225431243,-2.8,1.220721752,,354.1423355,5,55,,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,18.05045343,1.281005991,9.946326764
europe,cypr003,34.93,32.87,1900,1608,1981,373,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.190398304,-2.8,1.220721752,,354.1423355,5,55,0.29028199,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,18.05045343,1.281005991,9.946326764
europe,cypr004,34.9,32.9,1600,1742,1981,239,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.22614023,-2.8,1.20546273,,521.8016634,5,55,,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,18.05045343,1.281005991,9.946326764
europe,cypr005,34.9,32.9,1620,1703,1981,278,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.302370159,,1.20546273,,521.8016634,5,55,,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,18.05045343,1.281005991,9.946326764
europe,cypr006,34.98,32.68,1200,1869,1981,112,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.193640282,-7.706666667,4.852368963,,497.9792157,5,55,0.295997942,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,16.87950106,1.271390445,10.19978505
europe,cypr008,34.98,32.68,1380,1806,1981,175,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.142007648,-7.706666667,4.852368963,,497.9792157,5,55,0.248731604,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,16.87950106,1.271390445,10.19978505
europe,cypr009,34.98,32.68,1280,1675,1981,306,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.161480793,-7.706666667,4.852368963,,497.9792157,5,55,,0.036318768,0.028111711,0.071904446,0.073586604,0.072747666,0.044318038,0.009993172,0.008418953,16.87950106,1.271390445,10.19978505
europe,cypr010,35.08,32.58,500,1857,1981,124,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.332640556,,11.16960403,,449.6078197,5,55,0.383333625,,,,,,,0.010275054,0.008689145,16.87950106,1.271390445,10.19978505
europe,cypr011,35,32.62,800,1902,1981,79,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.248447757,,5.813687343,,282.9265325,5,55,0.47972274,0.034959827,0.026712971,0.071021873,0.073109971,0.071102616,0.045458801,0.010604103,0.008917574,17.15619524,1.281088957,9.837308493
europe,cypr012,34.98,32.68,1370,1889,1981,92,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.214375765,-7.706666667,4.852368963,,497.9792157,5,55,,0.03520345,0.027506305,0.071436496,0.073542791,0.070693919,0.044890421,0.010318676,0.008681869,16.87950106,1.271390445,10.19978505
europe,cypr013,35.08,32.58,500,1926,1981,55,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.146800511,,11.16960403,,449.6078197,5,55,,,,,,,,0.012791538,0.01073812,16.87950106,1.271390445,10.19978505
europe,finl010,62.85,25.48,185,1643,1978,335,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.254078676,-3.608966667,0.823987182,19,772.7211866,5,101,,0.111710579,0.107423533,0.146220316,0.287204874,0.376142075,1.400064415,0.011902933,0.021944827,14.38246855,1.70715564,7.716408829
europe,finl011,67,27.12,270,1670,1978,308,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.324843015,-3.608966667,0.457770657,,610.7328096,5,101,,0.162555974,0.125030024,0.158583508,0.252134091,0.463764898,1.437466211,0.010569027,0.018041612,14.79257951,1.780537741,12.739615
europe,finl012,60.67,23.88,115,1801,1978,177,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.236099639,-3.98,0.091554131,22,0,5,101,0.250153601,0.105650271,0.101321536,0.154397159,0.299341239,0.406751128,1.576233813,0.015091735,0.026654342,13.92429448,1.726400855,7.045696585
europe,finl013,61.83,23.48,180,1860,1978,118,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.218522698,-3.98,1.403830014,,890.8715179,5,101,,0.102778048,0.098276546,0.145408061,0.267930797,0.375910426,1.22555043,0.014417661,0.026261858,14.61045699,1.722568059,7.679737246
europe,finl014,62.58,31.17,145,1779,1978,199,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.252365217,-3.608966667,0.091554131,18,485.5533365,5,101,,0.133112986,0.119088843,0.124145021,0.254848017,0.534019758,0.866155502,0.009090643,0.018934326,13.99032737,1.473765378,8.040896841
europe,finl015,63.1,25.48,300,1818,1978,160,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.211396972,-3.98,0.183108263,18,664.9086707,5,101,,0.114000786,0.107623794,0.145530791,0.279068347,0.348963497,1.576458565,0.011515937,0.0213815,14.38246855,1.70715564,7.716408829
europe,finl016,64.55,26.52,150,1839,1978,139,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.231593357,-3.608966667,0.183108263,16,454.9544381,5,101,0.189829605,0.135864861,0.114862007,0.141261481,0.232599383,0.55891232,1.132006756,0.010408048,0.018828506,12.36323807,1.464381178,6.691504485
europe,finl017,65.62,27.6,300,1755,1978,223,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.200295384,-3.98,0.183108263,15,658.9559219,5,101,0.393658735,0.161948687,0.129037698,0.144121865,0.240007457,0.624670675,0.899374656,0.010700563,0.018341654,12.54749662,1.390689055,7.28474736
europe,finl018,66.37,29.43,260,1726,1978,252,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.223110003,-3.98,0.656137942,16,643.0637957,5,101,0.406373488,0.182155582,0.137286113,0.134614248,0.232001106,0.723841243,0.808766706,0.010951037,0.017690076,16.53621674,1.727625087,14.71638753
europe,finl019,67,27.12,270,1701,1978,277,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.180985718,-3.98,0.457770657,,610.7328096,5,101,,0.162555974,0.125030024,0.158583508,0.252134091,0.463764898,1.437466211,0.010569027,0.018041612,14.79257951,1.780537741,12.739615
europe,finl020,68.03,24.1,270,1782,1978,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.227958944,-3.98,0.183108263,15,463.4359209,5,101,-0.213965813,0.244079658,0.147218582,0.174839932,0.224936888,0.456184625,1.627416997,0.00888363,0.017021562,20.28648091,2.359713909,23.97311991
europe,finl054,67.22,26.82,180,1550,2000,450,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.156425995,-3.608966667,0.183108263,15,529.4961207,5,101,0.185168025,0.155877471,0.119204849,0.151506949,0.248645389,0.417113295,2.437033104,0.011226809,0.022580811,15.58009075,1.982007677,15.40984544
europe,finl055,67.08,27.02,190,1550,2000,450,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.193033271,-3.608966667,0.183108263,15,637.4218662,5,101,,0.157664806,0.11959093,0.146682351,0.235295743,0.440301186,2.051060063,0.010995518,0.022015804,15.58009075,1.982007677,15.40984544
europe,finl056,61.93,25.72,140,1750,2000,250,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.22702187,-3.608966667,1.220721752,21,824.8242613,5,101,0.486027432,0.10511937,0.103851298,0.146586398,0.286933524,0.437653563,1.337223925,0.014656102,0.026772734,14.39062204,1.730084279,7.091275933
europe,finl057,61.92,26.02,150,1750,2000,250,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.202709009,-3.608966667,0,20,0,5,101,0.328793633,0.103799078,0.102651541,0.142909467,0.284745679,0.385919162,1.337999578,0.01441897,0.026337819,17.61865621,1.861821583,11.94718852
usa,fl001,30.45,-85.92,3,899,1992,1093,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.316827562,-2.135485942,0.335698482,14,458.8513184,1,28,,0.024101348,0.02592147,0.111539054,0.177626428,4.77096227,1.65432152,0.014962701,0.025900391,14.36347722,1.4413412,14.5450693
usa,fl005,29.73,-82.95,5,1725,1993,268,QULY,Angiosperm,Fagaceae,Quercus,Quercus lyrata,Humid,0.267348801,,0.366216526,,338.0629495,3,27,0.171161993,0.022689246,0.021582684,0.097217875,0.135353249,6.821341106,1.325826516,0.015687355,0.022234053,13.76286922,1.256540264,10.52561887
usa,fl007,29.02,-82.72,1,1618,2005,387,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.161973221,-2.135485942,0.274662394,20,337.6500792,1,54,0.283138403,0.020446892,0.018835723,0.0808403,0.119442593,229.0010774,0.835161799,0.013878447,0.020279824,13.84463593,1.285794114,11.28442814
usa,fl008,28.92,-82.27,15,1646,2003,357,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.253737156,-2.135485942,1.663233387,12,521.5780536,3,27,,0.024243688,0.019628499,0.094057791,0.126263953,5.17682613,0.89514796,0.012942878,0.018400441,13.84463593,1.285794114,11.28442814
usa,fl009,28.3,-82.08,26,1622,2005,383,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.356573175,-2.135485942,0.854505226,13,260.0471423,3,47,,0.023414004,0.018658307,0.095437621,0.116500331,5.197163764,0.798579434,0.012209808,0.017698371,15.12620579,1.490960313,15.91362499
europe,fran015,44.27,6.57,1900,1771,1975,204,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.131130586,-3.65,2.243076219,16,241.3683507,5,80,,0.113678791,0.105077768,0.083758224,0.121373447,0.629349873,0.940549647,0.01639744,0.022242971,16.61130449,1.453666799,12.63016534
