Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),EWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
europe,swit122,46.3,7.83,1510,1793,1980,187,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.12323116,-3.98,0.167849241,28,370.9588328,6,101,0.257404824,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
europe,swit123,46.28,7.83,1740,1708,1980,272,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.088331634,-3.65,1.190203708,28,241.3392557,6,101,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
europe,swit124,46.28,7.83,1740,1707,1980,273,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.092816796,-3.98,1.190203708,28,241.3392557,6,101,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
europe,swit125,46.33,7.78,1850,1825,1980,155,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.115170966,-3.65,0.411993591,28,65.18007136,1,67,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
europe,swit126,46.33,7.78,1850,1774,1980,206,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.110690721,-3.98,0.411993591,28,65.18007136,1,67,0.321321637,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
europe,swit128,47.32,7.22,660,1688,1982,294,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.218562768,-3.608966667,0.183108263,,655.7085691,1,54,0.15883339,0.238957145,0.062352325,0.168155713,0.143251839,0.387897892,8.399677181,0.035215484,0.021033081,21.3403726,1.684818264,19.13522809
europe,swit129,47.25,7.53,1220,1802,1982,180,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.188989671,-3.608966667,2.395666438,23,357.5981183,1,45,0.261591415,0.341969287,0.068905694,0.174453257,0.154207463,0.343672391,1.183992533,0.03518464,0.020870116,21.39421032,1.620975859,21.14696354
europe,swit130,46.12,7.18,1900,1772,1979,207,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.126942379,-3.98,0.183108263,21,499.6461283,6,101,,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit131,46.12,7.18,1570,1856,1979,123,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.14711585,-3.98,0.183108263,21,499.6461283,6,101,,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit132,46.13,7.17,840,1840,1979,139,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.271451362,-3.608966667,1.235980774,21,501.5540573,6,101,0.378184965,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit133,46.13,7.18,890,1833,1979,146,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.239053896,-3.98,0.091554131,21,401.8258962,6,101,,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit134,46.13,7.17,880,1843,1979,136,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.155438705,-3.608966667,1.235980774,21,501.5540573,6,101,0.231550336,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit135,46.13,7.18,1200,1837,1979,142,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.238596265,-3.98,0.091554131,21,401.8258962,6,101,,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit136,46.12,7.18,1520,1813,1979,166,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.135123439,-3.98,0.183108263,21,499.6461283,6,101,,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit137,46.13,7.18,880,1826,1979,153,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.293872894,-3.608966667,0.091554131,21,401.8258962,6,101,0.314399078,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit138,46.37,8.03,1800,1853,1973,120,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.160580662,-3.98,0.854505226,23,326.4851728,6,101,0.459073273,0.331326393,0.121466045,0.116617905,0.136594059,0.285673043,0.218255018,0.017185712,0.016543241,17.99038088,1.390979206,15.16393488
europe,swit139,46.37,8.03,1800,1877,1973,96,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.191428627,-3.66,0.854505226,23,326.4851728,6,101,0.312182764,0.331326393,0.121466045,0.116617905,0.136594059,0.285673043,0.218255018,0.017185712,0.016543241,17.99038088,1.390979206,15.16393488
europe,swit140,46.4,8.02,2000,1792,1974,182,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.235966197,-3.66,0.335698482,23,0,6,101,0.301024458,0.334610846,0.120925836,0.116184548,0.136159755,0.285364895,0.218767338,0.017287142,0.016768903,17.99038088,1.390979206,15.16393488
europe,swit141,47.25,7.83,535,1861,1977,116,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.200671186,-3.65,0.183108263,23,404.3989087,1,55,0.26133284,0.350171099,0.067829489,0.179706026,0.137102516,0.343991911,1.193079371,0.018308191,0.017783572,19.53219043,1.563112096,17.26372903
europe,swit142,47.25,7.83,535,1874,1977,103,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.192497869,-3.65,0.183108263,23,404.3989087,1,55,,0.34994285,0.068650628,0.17851247,0.155006751,0.342930959,1.244453739,0.019366849,0.020664043,19.53219043,1.563112096,17.26372903
europe,swit143,47.25,7.83,535,1843,1977,134,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.228731372,-3.98,0.183108263,23,404.3989087,1,55,0.53231781,0.34994285,0.068650628,0.17851247,0.155006751,0.342930959,1.244453739,0.019366849,0.020664043,19.53219043,1.563112096,17.26372903
europe,swit144,47.15,7.8,675,1770,1977,207,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.212747882,-3.65,7.827878233,23,50.56804056,1,32,0.297795179,0.34994285,0.068650628,0.17851247,0.155006751,0.342930959,1.244453739,0.019366849,0.020664043,21.27827341,1.463309759,19.18183198
europe,swit145,47.15,7.8,675,1808,1977,169,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.202862386,-3.98,7.827878233,23,50.56804056,1,32,0.365691071,0.34994285,0.068650628,0.17851247,0.155006751,0.342930959,1.244453739,0.019366849,0.020664043,21.27827341,1.463309759,19.18183198
europe,swit146,45.93,9.02,1600,1917,1978,61,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.132800129,-3.98,3.128099489,,92.7156052,6,64,0.237479114,0.443055493,0.111311297,0.137915549,0.196247497,0.396718563,0.345863444,0.022956345,0.019873855,15.67987797,1.359459063,11.22843191
europe,swit147,47.15,7.43,555,1889,1979,90,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.215282556,-3.65,9.292744335,,496.0525825,1,55,0.273178923,0.24220623,0.062165633,0.169710153,0.143583787,0.378836826,10.41664004,0.03608579,0.020633177,21.47626812,1.471974606,17.87592107
europe,swit148,47.15,7.43,555,1899,1979,80,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.165449948,-3.65,9.292744335,,496.0525825,1,55,,0.243096219,0.060675779,0.168453194,0.144476318,0.382167602,7.59295817,0.037544013,0.02145979,21.47626812,1.471974606,17.87592107
europe,swit149,47.15,7.43,555,1917,1979,62,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.171800127,-3.98,9.292744335,,496.0525825,1,55,,0.245275249,0.061496474,0.173099875,0.146348341,0.383581393,10.03418597,0.041412643,0.023683702,21.47626812,1.471974606,17.87592107
europe,swit150,47.02,7.48,570,1900,1979,79,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.184990366,-3.65,0,,12.95276516,5,48,0.205605071,0.244318774,0.060822077,0.169791231,0.143184777,0.37935329,10.51920765,0.03655332,0.02089919,21.47626812,1.471974606,17.87592107
europe,swit151,47.02,7.48,570,1885,1979,94,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.187970241,-3.65,0,,12.95276516,5,48,,0.241341828,0.061817715,0.170276593,0.142644257,0.377587206,9.958388635,0.035859397,0.020502319,21.47626812,1.471974606,17.87592107
europe,swit152,47.02,7.48,570,1904,1979,75,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.166127198,-3.98,0,,12.95276516,5,48,0.257564728,0.238586481,0.060264342,0.170888893,0.144291076,0.378654053,12.19480842,0.038340506,0.021920187,21.47626812,1.471974606,17.87592107
europe,swit153,47.17,7.33,450,1905,1979,74,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.206606322,-3.65,0.091554131,,142.7327197,1,55,0.255442217,0.237233434,0.060701954,0.169598983,0.145553735,0.375575939,10.39995934,0.038069417,0.021763311,21.47626812,1.471974606,17.87592107
europe,swit154,47.17,7.33,450,1905,1979,74,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.212724934,-3.98,0.091554131,,142.7327197,1,55,0.521295227,0.235473765,0.061103853,0.168347544,0.145504416,0.374988878,9.199132928,0.037803972,0.021609888,21.47626812,1.471974606,17.87592107
europe,swit155,47.03,7.4,560,1882,1979,97,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.191049462,-3.65,3.662165255,,448.0251016,1,55,,0.24273964,0.062147872,0.171422723,0.143529851,0.380410406,9.809558979,0.018302253,0.020630364,21.47626812,1.471974606,17.87592107
europe,swit156,47.03,7.4,560,1877,1979,102,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.161062389,-3.65,3.662165255,,448.0251016,1,55,,0.241341828,0.061817715,0.170276593,0.142644257,0.377587206,9.958388635,0.035859397,0.020502319,21.47626812,1.471974606,17.87592107
europe,swit157,47.03,7.4,560,1882,1979,97,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.183214631,-3.98,3.662165255,,448.0251016,1,55,0.299383619,0.241341828,0.061817715,0.170276593,0.142644257,0.377587206,9.958388635,0.035859397,0.020502319,21.47626812,1.471974606,17.87592107
europe,swit158,46.98,7.35,597,1887,1979,92,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.197911661,-3.65,7.186999313,19,90.98869864,1,55,,0.301137646,0.067006547,0.157757319,0.147468149,0.33909167,1.123482908,0.034825167,0.019461143,21.47626812,1.471974606,17.87592107
europe,swit159,46.12,7.18,1540,1883,1979,96,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.179033237,-3.608966667,0.183108263,21,499.6461283,6,101,0.375404877,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit160,46.13,7.18,1240,1776,1979,203,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.235954389,-3.608966667,0.091554131,21,401.8258962,6,101,0.25818342,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit161,46.13,7.18,1220,1880,1979,99,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.212166196,-3.98,0.091554131,21,401.8258962,6,101,0.268121111,0.738008044,0.07805364,0.12695371,0.143337106,0.354638228,0.551010408,0.033580614,0.018791716,15.71871929,1.407367527,12.48753588
europe,swit162,46.87,7.68,875,1796,1979,183,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.154670396,-3.65,3.875791562,24,785.7725199,1,32,0.294868263,0.253725965,0.061494893,0.148608836,0.141783293,0.333790985,0.898369462,0.034699801,0.019543734,21.47626812,1.471974606,17.87592107
europe,swit163,46.87,7.68,875,1841,1979,138,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.110470174,-3.98,3.875791562,24,785.7725199,1,32,,0.253725965,0.061494893,0.148608836,0.141783293,0.333790985,0.898369462,0.034699801,0.019543734,21.47626812,1.471974606,17.87592107
europe,swit164,47.32,7.22,620,1886,1982,96,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.150008339,-3.65,0.183108263,,655.7085691,1,54,0.266649489,0.238957145,0.062352325,0.168155713,0.143251839,0.387897892,8.399677181,0.035215484,0.021033081,21.3403726,1.684818264,19.13522809
europe,swit165,47.25,7.53,1180,1876,1982,106,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.14838517,-3.98,2.395666438,23,357.5981183,1,45,0.326695442,0.341969287,0.068905694,0.174453257,0.154207463,0.343672391,1.183992533,0.03518464,0.020870116,21.39421032,1.620975859,21.14696354
europe,swit166,46.52,7.4,1900,1690,1986,296,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.146436677,-3.98,0.473029679,19,321.0035631,6,64,,0.296845274,0.067071744,0.152664963,0.145796269,0.340380106,1.087708572,0.034408207,0.019858435,18.67508907,1.363270611,15.32264361
europe,swit167,46.4,7.43,1900,1734,1986,252,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.175557126,,3.082322423,21,59.16566992,,0,0.201150482,0.717315936,0.078217584,0.12285622,0.142151529,0.350150023,0.545687603,0.033189729,0.019258626,18.67508907,1.363270611,15.32264361
europe,swit168,46.4,7.43,1900,1681,1986,305,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.331372892,-3.66,3.082322423,21,59.16566992,,0,0.245065533,0.725412613,0.07924586,0.125144237,0.145057964,0.359132595,0.54248504,0.03305417,0.01934314,18.67508907,1.363270611,15.32264361
europe,swit169,46.4,7.43,1900,1532,1986,454,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.164751114,-3.98,3.082322423,21,59.16566992,,0,,0.717315936,0.078217584,0.12285622,0.142151529,0.350150023,0.545687603,0.033189729,0.019258626,18.67508907,1.363270611,15.32264361
europe,swit170,46.27,5.93,1700,1671,1987,316,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.167183699,,2.288853285,29,851.8227117,1,52,0.226067913,0.21523906,0.065111622,0.152834788,0.136244671,0.355698039,2.286961323,0.035633882,0.019848849,16.39429171,1.381382981,10.82609573
europe,swit171,46.43,8.87,1520,1695,1988,293,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.098046135,-3.98,2.792401007,23,367.2590121,4,61,,0.233812185,0.160610957,0.117380401,0.186335563,0.228295859,0.209707283,0.0333635,0.01875765,16.28281224,1.539056497,12.43766132
europe,swit172,46.7,7.77,1560,1710,1988,278,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.148366429,-3.608966667,3.433279927,24,394.0438247,,0,0.48969756,0.252160013,0.061194348,0.143332787,0.138830365,0.33028028,0.875514764,0.034311456,0.019663297,17.99038088,1.390979206,15.16393488
europe,swit173,46.73,9.08,1520,1537,1995,458,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.128217509,-3.98,0.671396963,31,475.8221007,6,101,,0.500280827,0.082535241,0.23372285,0.175405561,0.352170276,0.646171334,0.033460843,0.019427779,16.28281224,1.539056497,12.43766132
europe,swit174,46.6,8.03,1700,1786,1995,209,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.13947022,-3.98,0,,155.92597,,0,,0.306298894,0.064271551,0.143660769,0.14354004,0.300030747,0.600919948,0.035478749,0.019874,17.99038088,1.390979206,15.16393488
europe,swit175,46.65,8.02,1960,1774,1995,221,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.158485139,-3.98,1.220721752,,351.0122563,4,61,,0.306298894,0.064271551,0.143660769,0.14354004,0.300030747,0.600919948,0.035478749,0.019874,17.99038088,1.390979206,15.16393488
europe,swit176,46.43,7.82,1900,1768,1998,230,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.155666973,-3.98,0.625619898,28,141.9819181,6,101,0.169766798,1.569431502,0.081640839,0.11690367,0.149979321,0.31134592,0.367373132,0.034701387,0.019294503,17.99038088,1.390979206,15.16393488
europe,swit177,46.42,7.32,1250,982,1976,994,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.121782876,-3.98,0.091554131,21,427.6274647,4,61,,0.75310503,0.077909402,0.129243165,0.143088495,0.358285216,0.542503342,0.016859256,0.018507417,18.67508907,1.363270611,15.32264361
europe,swit178,47,7.57,550,1714,1976,262,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.20663159,-3.608966667,8.621347372,24,651.7613927,1,32,0.220851687,0.254105444,0.061598597,0.150161213,0.142304378,0.340029549,0.912993003,0.018094675,0.019417161,18.67508907,1.363270611,15.32264361
europe,swit214,46,8.8667,720,1941,1997,56,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.1334254,,0.091554131,,519.7091642,5,32,0.35864673,1.25E+16,0.079609488,0.110274013,0.225435228,0.311448547,0.301064336,0.054266377,0.025895626,20.14887662,1.310759956,17.74393163
europe,swit245,46.1214,8.7967,660,1956,1998,42,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.1334254,,3.234912642,23,540.5156937,4,61,0.35864673,0.311167462,0.148600352,0.091149534,0.251024589,0.186787081,0.197135077,0.051233434,0.025533511,15.67987797,1.359459063,11.22843191
europe,swit305,46.0639,8.8639,726,1956,1995,39,CASA,Angiosperm,Fagaceae,Castanea,Castanea sativa,Humid,0.192132724,,3.158617533,23,326.7840105,6,101,0.293858222,0.29638961,0.148504781,0.083108846,0.242008556,0.184876075,0.200759576,0.052140406,0.026385221,15.67987797,1.359459063,11.22843191
europe,swit346,46.185,8.8817,560,1956,2006,50,QUPE,Angiosperm,Fagaceae,Quercus,Quercus petraea,Humid,0.175575002,-3.5,0,23,436.188772,4,34,,0.339218905,0.173305318,0.105317487,0.252658526,0.188533717,0.197738965,0.048379008,0.026098708,15.67987797,1.359459063,11.22843191
europe,swit357,47.3769,8.4417,550,1956,1998,42,QUPU,Angiosperm,Fagaceae,Quercus,Quercus pubescens,Humid,0.254694363,-3.3,5.142290379,,560.0848468,5,48,0.31402449,0.332998006,0.073783352,0.166056112,0.171333411,0.25371886,0.784049223,0.050785041,0.029043233,21.9321417,1.55872909,19.63235977
europe,swit364,46.3217,7.5619,880,1952,2006,54,QUPE,Angiosperm,Fagaceae,Quercus,Quercus petraea,Humid,0.328101603,-3.5,0,28,24.73973887,1,67,0.584869429,0.933953148,0.090978555,0.113432303,0.190378689,0.268830406,0.379808376,0.047794659,0.028189442,18.67508907,1.363270611,15.32264361
usa,tn022,35.62,-83.93,610,1683,1997,314,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.183685707,-3.21,0.091554131,23,605.6081946,1,16,0.370584358,0.158308603,0.038486776,0.126509002,0.111277315,0.368060147,1.592901287,0.027558953,0.019663516,17.4419345,1.638982501,16.02762696
usa,tx009,32.98,-99.17,425,1681,1980,299,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.245544705,-1.44,2.090486,,98.39469401,1,66,,0.091300668,0.036189503,0.132537539,0.09567453,0.494142917,0.273586929,0.036633403,0.017090408,17.28940549,1.606319676,17.00580782
usa,tx018,30.93,-96.8,105,1668,1982,314,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.147921007,-1.44,2.349889372,,426.9493666,1,38,,0.070681982,0.03083077,0.130182699,0.105152064,3.860982253,0.470830176,0.033887526,0.016402244,17.18735786,1.91905765,20.25374533
usa,tx021,30.32,-96.63,90,1671,1982,311,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.141198606,-1.44,0,14,484.5249153,1,38,-0.151298118,0.069300062,0.030527069,0.134158298,0.112136879,3.451082939,0.465358519,0.033613103,0.015896005,16.76726299,1.679373535,17.94853217
usa,tx027,30.88,-99.18,540,1677,1982,305,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.145082055,-1.44,4.196231022,,103.7428291,1,38,,0.077068591,0.036328055,0.123058613,0.095704668,0.518945897,0.24408969,0.038576672,0.018483934,17.14512987,1.671941464,17.39312628
usa,tx033,29.3,-96.97,75,1668,1982,314,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.151592986,-1.44,1.373311971,13,0,1,38,,0.065175039,0.028378712,0.137990498,0.119883201,2.248558208,0.572176666,0.03278613,0.015376913,17.58672499,1.699314351,18.11908432
usa,tx039,28.83,-97.18,35,1682,1982,300,QUST,Angiosperm,Fagaceae,Quercus,Quercus stellata,Arid,0.126767103,-1.44,3.21965362,,77.97480676,1,38,,0.062311881,0.026909322,0.143422086,0.109229262,1.211692887,0.576996184,0.034228732,0.016027409,17.71639966,1.719196199,18.54773039
usa,tx042,29.25,-103.3,2057,1473,1992,519,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.368885857,,1.083390555,,331.4839533,5,40,-0.228122616,0.068928741,0.03021604,0.117336642,0.066895221,0.171383876,0.101932655,0.043866779,0.019035925,18.61342393,1.267979298,8.858916603
usa,tx046,31.9,-104.85,2438,1537,1992,455,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.413826279,,4.882887007,,252.7123342,5,40,,0.111374706,0.040804642,0.108883836,0.067535421,0.217171994,0.125507359,0.04306667,0.017111889,18.70685751,1.436137154,8.970661927
usa,ut510,39.58,-111.33,2970,1542,1983,441,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.138832922,-4.906946696,1.007095445,12,225.3581275,1,52,0.206253322,0.40561494,0.085273396,0.123373654,0.066303801,0.787447706,0.194044283,0.035148499,0.015827763,18.35341359,1.710400475,15.77447004
usa,ut511,37.58,-113.85,3120,1581,1983,402,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.117308142,-4.906946696,5.508506905,,213.1043027,1,81,0.165431523,4.056179161,0.067265721,0.102133088,0.057000776,0.359640654,0.109099976,0.037039039,0.016538201,18.85357798,1.633871009,10.2741496
usa,ut512,40.57,-111.63,3150,1511,1983,472,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.110034633,-4.906946696,0.839246204,19,218.3249307,1,52,0.317279731,1.865379652,0.069437818,0.144370236,0.07783299,2.204918466,0.158447479,0.033403738,0.015332351,17.69301055,1.73188906,17.56854683
usa,va020,36.67,-76.53,26,1830,1975,145,PITA,Gymnosperm,Pinaceae,Pinus,Pinus taeda,Humid,0.252186505,-3.13,1.907377737,16,573.5898931,1,45,0.455981223,0.129822871,0.035260691,0.129582429,0.0990426,0.925589249,1.05806326,0.014446675,0.017313528,16.37964851,1.581496872,16.41105157
usa,va021,36.78,-76.88,9,932,1985,1053,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.296635371,-2.135485942,14.05355917,16,210.3416734,1,18,,0.134779088,0.03453355,0.135637756,0.102808757,0.912204589,1.058003188,0.028331123,0.01664704,16.12521588,1.509219367,14.16320034
usa,va025,36.78,-77.13,5,1171,1984,813,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.392189511,-2.135485942,0.183108263,23,351.2433549,1,13,,0.137285555,0.031010988,0.130660338,0.091423513,1.063435821,0.965932225,0.028404893,0.016892923,16.12521588,1.509219367,14.16320034
usa,wa081,46.15,-122.15,1200,1609,1983,374,ABAM,Gymnosperm,Pinaceae,Abies,Abies amabilis,Humid,0.18933641,,0.091554131,,640.3562783,3,138,,0.241120611,0.07544889,0.180945076,0.134607917,0.220683106,1.236802709,0.028924168,0.016440795,13.48050897,1.76864462,10.69439668
usa,wa082,47.98,-123.47,1550,1698,1983,285,ABAM,Gymnosperm,Pinaceae,Abies,Abies amabilis,Humid,0.140800143,,2.517738613,35,578.8745901,3,138,,0.150881261,0.053590615,0.123618031,0.097079113,,,0.030693672,0.018217469,11.85644196,1.412296822,6.136297383
usa,wa083,48.7,-118.33,1800,1605,1983,378,LAOC,Gymnosperm,Pinaceae,Larix,Larix occidentalis,Arid,0.255968518,-4.30961,0.183108263,,440.0454107,3,138,0.447261661,0.354430998,0.08768203,0.220007413,0.135284043,0.261433178,0.684930754,0.032397871,0.017640187,13.43369537,1.58942469,5.648131769
usa,wa084,47.97,-123.43,1360,1750,1983,233,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.133180813,,1.281757839,35,570.7707584,3,138,0.212595205,0.150881261,0.053590615,0.123618031,0.097079113,,,0.030693672,0.018217469,11.85644196,1.412296822,6.136297383
usa,wy021,44.15,-107.05,2850,1496,1983,487,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.154901821,-4.906946696,1.190203708,18,452.3557076,3,66,0.172572113,0.410974253,0.093931402,0.138940558,0.114540451,0.376426685,0.258617118,0.032296762,0.014572613,16.27569738,1.748135609,11.89149776
usa,wy022,41.3,-107.7,3150,1401,1983,582,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.13292794,-4.906946696,17.85305562,,64.4585131,3,47,0.395816789,0.51335601,0.084347169,0.145059623,0.087911159,0.375608757,0.12819267,0.032819927,0.01652284,19.05048129,1.675745803,16.91038332
usa,wy023,44.37,-110.13,2580,1388,1983,595,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.157119638,-4.906946696,0.381475547,18,278.3762393,1,53,0.26975142,0.257262057,0.119378982,0.112875272,0.098006774,5.79419103,0.251430983,0.031485091,0.014268912,14.83147123,1.611124118,10.21079003
usa,wy024,44.78,-107.87,2820,1508,1983,475,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.163111746,-4.906946696,1.220721752,20,336.4007326,1,53,,1.247487113,0.072283109,0.161021898,0.117225134,0.314006444,0.205405099,0.032505748,0.014826533,17.74858169,1.767216371,16.37855155
usa,wy025,43.72,-110.05,2820,1672,1983,311,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.148928318,-4.906946696,0.091554131,,407.3460707,1,53,,0.219740976,0.124297514,0.101131829,0.088456725,18.94477214,0.235522319,0.031745198,0.014485347,13.22548645,1.53947878,6.921781111
